05-05-2017 15:00:38,OnStart,13079.9011
05-05-2017 15:00:38,getCountersValueWindows,84.4612
05-05-2017 15:00:58,getCountersValueWindows,0
05-05-2017 15:01:18,getCountersValueWindows,37.7305
05-05-2017 15:15:13,OnStart,6723.7898
05-05-2017 15:15:13,getCountersValueWindows,14.0021
05-05-2017 15:15:17,Main,10701.1904
05-05-2017 15:15:33,getCountersValueWindows,16.0162
05-05-2017 15:15:53,getCountersValueWindows,14.9518
05-05-2017 15:16:13,getCountersValueWindows,14.1814
05-05-2017 15:16:33,getCountersValueWindows,10.999
05-05-2017 15:16:53,getCountersValueWindows,14.9512
05-05-2017 15:17:13,getCountersValueWindows,27.0014
05-05-2017 15:17:33,getCountersValueWindows,11.0226
05-05-2017 15:17:53,getCountersValueWindows,10.9315
05-05-2017 15:18:13,getCountersValueWindows,11.9282
05-05-2017 15:18:33,getCountersValueWindows,11.9832
05-05-2017 15:18:53,getCountersValueWindows,13.9363
05-05-2017 15:19:13,getCountersValueWindows,13.0126
05-05-2017 15:19:33,getCountersValueWindows,13.481
05-05-2017 15:19:53,getCountersValueWindows,13.4926
05-05-2017 15:20:13,getCountersValueWindows,14.0003
05-05-2017 15:20:33,getCountersValueWindows,12.931
05-05-2017 15:20:53,getCountersValueWindows,12.0043
05-05-2017 15:21:13,getCountersValueWindows,17.9802
05-05-2017 15:21:33,getCountersValueWindows,16.0042
05-05-2017 15:30:40,OnStart,6650.5813
05-05-2017 15:30:40,getCountersValueWindows,13.0023
05-05-2017 15:30:45,Main,11805.3923
05-05-2017 15:31:00,getCountersValueWindows,11.0003
05-05-2017 15:31:20,getCountersValueWindows,15.0122
05-05-2017 15:31:40,getCountersValueWindows,10.9308
05-05-2017 15:32:00,getCountersValueWindows,13.0011
05-05-2017 15:32:20,getCountersValueWindows,15.9787
05-05-2017 15:43:10,OnStart,8541.4037
05-05-2017 15:43:14,Main,12598.2665
05-05-2017 15:43:30,getCountersValueWindows,16.0077
05-05-2017 15:43:50,getCountersValueWindows,34.0151
